CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
6053,01/01/2014,03/31/2014,03/03/2014,Citizens for Ervin,$1500.00,17276,Jason,Lunderman,04/21/2014
5911,01/01/2014,03/31/2014,03/12/2014,Alderman Michelle A. Harris,$500.00,18441,MICHAEL,KASPER,04/15/2014
5910,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,18441,MICHAEL,KASPER,04/15/2014
5986,01/01/2014,03/31/2014,01/30/2014,Citizens for Deborah Graham,$75.00,17489,Brendan,Shiller,04/18/2014
6016,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,18825,John,George,04/18/2014
6903,04/01/2014,06/30/2014,06/02/2014,Ray Suarez,$500.00,20385,Gery,Chico,07/31/2014
6001,01/01/2014,03/31/2014,03/11/2014,Friends of Edward M. Burke,$1000.00,17701,Robert,Molaro,04/18/2014
6048,01/01/2014,03/31/2014,03/31/2014,Alderman Brendan Reilly (42nd Ward Hockey Club),$1500.00,17428,Todd,Hiepler,04/21/2014
6049,01/01/2014,03/31/2014,02/12/2014,Andy Beshear for Attorney General,$250.00,17038,Jorge,Perez,04/21/2014
6164,01/01/2014,03/31/2014,03/14/2014,Ald. Margaret Laurino,$250.00,19083,John,Dunn,05/05/2014
6502,04/01/2014,06/30/2014,06/30/2014,Friends for Susana Mendoza,$1500.00,17427,John,Iberl,07/11/2014
6327,01/01/2014,03/31/2014,02/19/2014,Ald. Michelle A Harris,$500.00,19643,John,George,06/23/2014
6325,01/01/2014,03/31/2014,02/18/2014,Citizens for Tim Cullerton,$250.00,19643,John,George,06/23/2014
6522,04/01/2014,06/30/2014,06/05/2014,Citizens for Bridget Gainer,$500.00,16645,Jerry,Mickelson,07/13/2014
6604,04/01/2014,06/30/2014,06/27/2014,Preckwinkel for President,$750.00,16687,Jeanette,Sublett,07/16/2014
6602,04/01/2014,06/30/2014,06/06/2014,Citizens for Lisa Madigan,$500.00,16687,Jeanette,Sublett,07/16/2014
6462,04/01/2014,06/30/2014,06/19/2014,Friends of Roderick Sawyer,$250.00,18894,Paul,Williams,07/08/2014
6595,04/01/2014,06/30/2014,05/20/2014,Friends of Alderman Margaret Laurino,$100.00,16780,Elizabeth,Lively,07/15/2014
6587,04/01/2014,06/30/2014,05/20/2014,Citizens for Joe Moore,$500.00,16780,Elizabeth,Lively,07/15/2014
6584,04/01/2014,06/30/2014,04/30/2014,Friends of Carrie M. Austin,$250.00,16780,Elizabeth,Lively,07/15/2014
6343,01/01/2014,03/31/2014,03/12/2014,Alderman Tim Cullerton,$250.00,19701,MICHAEL,KASPER,06/26/2014
6447,04/01/2014,06/30/2014,05/08/2014,Citizens for Carrie Austin,$250.00,18421,Dean,Maragos,07/07/2014
9445,01/01/2015,03/31/2015,03/01/2015,Alderman Tony Foulkes,$1000.00,23041,Thomas,Livingston,04/29/2015
9645,01/01/2015,03/31/2015,02/18/2015,Citizens for Alderman Joe Moore,$100.00,24682,Gery,Chico,05/07/2015
9635,01/01/2015,03/31/2015,01/23/2015,Citizens for Michael Scott Jr.,$500.00,24682,Gery,Chico,05/07/2015
9632,01/01/2015,03/31/2015,03/27/2015,Friend of Patrick Thompson,$1000.00,24682,Gery,Chico,05/07/2015
9784,01/01/2015,03/31/2015,03/24/2015,Michael Scott,$1000.00,25301,Marcus,Nunes,06/09/2015
9783,01/01/2015,03/31/2015,03/24/2015,John Arena,$200.00,25301,Marcus,Nunes,06/09/2015
9781,01/01/2015,03/31/2015,02/04/2015,Friends of Alderman John Pope,$500.00,25301,Marcus,Nunes,06/09/2015
7838,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,21642,COURTNEY,NOTTAGE,10/30/2014
7847,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,21642,COURTNEY,NOTTAGE,10/30/2014
7853,07/01/2014,09/30/2014,08/12/2014,Alderman Proco Joe Moreno (In-Kind Contribution),$1210.70,21642,COURTNEY,NOTTAGE,10/30/2014
9544,01/01/2015,03/31/2015,01/29/2015,Friends of Carrie Austin 34th Ward Committeeman,$1500.00,24602,Terry,Teele,05/01/2015
9701,01/01/2015,03/31/2015,01/15/2015,Citizens fof Solis,$150.00,25101,Steven,Friedland,06/02/2015
9803,01/01/2015,03/31/2015,01/14/2015,Friends of Walter Burnett Jr.,$250.00,25302,Gery,Chico,06/09/2015
9793,01/01/2015,03/31/2015,02/18/2015,Citizens for Joe Moreno,$500.00,25302,Gery,Chico,06/09/2015
9791,01/01/2015,03/31/2015,01/23/2015,Citizens for Jason Ervin,$250.00,25302,Gery,Chico,06/09/2015
9724,01/01/2015,03/31/2015,01/06/2015,Friends of Michele Smith,$200.00,25141,Graham,Grady,06/03/2015
7381,01/01/2014,03/31/2014,03/31/2014,Alderman Daniel Solis,$100.00,21301,Sylvia,Michas,10/16/2014
7823,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,21641,MICHAEL,KASPER,10/30/2014
7825,07/01/2014,09/30/2014,09/22/2014,Alderman Deb Mell,$300.00,21641,MICHAEL,KASPER,10/30/2014
7837,01/01/2014,03/31/2014,02/13/2014,Alderman Margaret Laurino,$250.00,21641,MICHAEL,KASPER,10/30/2014
7860,01/01/2014,03/31/2014,03/12/2014,11th Ward Democratic Party,$500.00,21643,David,Dring,10/30/2014
7862,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,21643,David,Dring,10/30/2014
7871,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,21643,David,Dring,10/30/2014
7867,07/01/2014,09/30/2014,07/17/2014,Alderman Leslie Hairston,$300.00,21643,David,Dring,10/30/2014
7122,07/01/2014,09/30/2014,09/02/2014,Alderman Natashia Holmes,$500.00,17523,Joseph,Pilewski,09/30/2014
7121,07/01/2014,09/30/2014,09/30/2014,Alderman Deborah Graham,$150.00,17523,Joseph,Pilewski,09/30/2014
7793,01/01/2014,03/31/2014,02/24/2014,Friends of Michelle Harris,$500.00,21564,Graham,Grady,10/27/2014
6665,04/01/2014,06/30/2014,04/14/2014,Alderman Carrie Austin,$100.00,17229,Sylvia,Michas,07/18/2014
6928,01/01/2014,03/31/2014,03/31/2014,Ald. Solis,$1000.00,20481,John,George,08/18/2014
6933,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,20481,John,George,08/18/2014
7243,07/01/2014,09/30/2014,09/02/2014,Hopkins for Chicago,$200.00,16336,Donovan,Pepper,10/10/2014
7242,07/01/2014,09/30/2014,07/23/2014,Friends of Alyx Pattison,$75.00,16336,Donovan,Pepper,10/10/2014
7170,07/01/2014,09/30/2014,08/21/2014,The Burnham Committee,$250.00,21062,Kate,Tragesser,10/03/2014
7744,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,21561,MICHAEL,KASPER,10/27/2014
7747,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,21561,MICHAEL,KASPER,10/27/2014
7757,01/01/2014,03/31/2014,03/12/2014,11th Ward Democratic Party,$500.00,21561,MICHAEL,KASPER,10/27/2014
7753,01/01/2014,03/31/2014,03/12/2014,Alderman Tim Cullerton,$250.00,21561,MICHAEL,KASPER,10/27/2014
7752,01/01/2014,03/31/2014,02/13/2014,Alderman James Cappleman,$250.00,21561,MICHAEL,KASPER,10/27/2014
8356,10/01/2014,12/31/2014,11/18/2014,Citizens for Jason Ervin,$500.00,22788,Rolando,Acosta,01/20/2015
7673,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,21485,John,George,10/23/2014
8581,01/01/2015,03/31/2015,03/31/2015,N/A,$0.00,22394,Morgan,Bassey,04/02/2015
9161,01/01/2015,03/31/2015,01/22/2015,Citizens For Carrie Austin,$250.00,22491,Kathy,Brown,04/20/2015
6749,04/01/2014,06/30/2014,06/18/2014,Friends of Ameya Pawar,$1500.00,17276,Jason,Lunderman,07/21/2014
7007,01/01/2014,03/31/2014,02/13/2014,Alderman Margaret Laurino,$250.00,20683,David,Dring,09/09/2014
7011,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,20683,David,Dring,09/09/2014
9687,01/01/2015,03/31/2015,01/29/2015,Friends of JoAnn Thompson,$500.00,25081,Michael,Sutton,05/29/2015
6784,01/01/2014,03/31/2014,02/24/2014,Frinends of Walter Burnett,$300.00,20184,Katriina,McGuire,07/22/2014
7244,07/01/2014,09/30/2014,10/10/2014,none,$0.00,16297,Eric,Locke,10/10/2014
7285,07/01/2014,09/30/2014,09/26/2014,Alderman James Caqppelman,$100.00,21243,Mark,Lenz,10/14/2014
7564,07/01/2014,09/30/2014,09/15/2014,Citizens for Patrick O'Connor,$250.00,16816,Pat,Doerr,10/22/2014
8127,10/01/2014,12/31/2014,11/18/2014,"Committee to Elect Howard Brookins, Jr.",$150.00,16780,Elizabeth,Lively,01/06/2015
8340,10/01/2014,12/31/2014,10/23/2014,34th Ward Democratic Organization,$225.00,22102,Kathy,Brown,01/20/2015
6845,01/01/2014,03/31/2014,02/13/2014,Alderman Margaret Laurino,$250.00,20246,COURTNEY,NOTTAGE,07/24/2014
6844,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,20246,COURTNEY,NOTTAGE,07/24/2014
7443,07/01/2014,09/30/2014,07/02/2014,Bob Fioretti,$50.00,21331,Donna,Pugh,10/17/2014
8105,10/01/2014,12/31/2014,10/21/2014,8th Ward Democrats,$200.00,18894,Paul,Williams,01/05/2015
8116,10/01/2014,12/31/2014,10/07/2014,CITIZENS FOR P. J. O'CONNOR,$1500.00,19861,John,Doerrer,01/06/2015
8322,10/01/2014,12/31/2014,10/07/2014,Patrick Daley Thompson Campaign,$150.00,21781,Kate,Tragesser,01/20/2015
7226,07/01/2014,09/30/2014,09/22/2014,Alderman Deb Mell,$300.00,20683,David,Dring,10/08/2014
7225,07/01/2014,09/30/2014,09/05/2014,Alderman Patrick J. O'Connor,$200.00,20683,David,Dring,10/08/2014
7223,07/01/2014,09/30/2014,07/16/2014,Alderman Tom Tonney,$500.00,20683,David,Dring,10/08/2014
8295,10/01/2014,12/31/2014,12/23/2014,Citizens for Tunney,$500.00,20402,James,Houlihan,01/16/2015
8180,01/01/2014,03/31/2014,01/23/2014,Citizens to elect Deborah L Graham,$500.00,22486,John,George,01/12/2015
8187,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,22486,John,George,01/12/2015
8193,07/01/2014,09/30/2014,08/06/2014,Citizens to Elect Deborah L,$500.00,22486,John,George,01/12/2015
6785,04/01/2014,06/30/2014,06/30/2014,None,$0.00,16381,Steven,Ginsberg,07/22/2014
6817,10/01/2013,12/31/2013,11/26/2013,Friends of Will Burns,$50.00,20205,Donna,Pugh,07/23/2014
8645,01/01/2015,03/31/2015,02/12/2015,Citizens for Michael Scott,$200.00,22753,Mary,Minaghan dba MKM Services,04/06/2015
8641,01/01/2015,03/31/2015,01/05/2015,Citizens for Reboyras,$250.00,22753,Mary,Minaghan dba MKM Services,04/06/2015
8653,01/01/2015,03/31/2015,03/20/2015,Friends of Michele Smith,$750.00,22978,Jerry,Mickelson,04/06/2015
8782,01/01/2015,03/31/2015,02/09/2015,Citizens for Anthony Beal,$250.00,22489,Robert,Molaro,04/10/2015
8305,10/01/2014,12/31/2014,12/05/2014,Citizens for Waguespack,$150.00,17224,Jonathan,Perman,01/19/2015
8442,10/01/2014,12/31/2014,10/30/2014,CL PAC,$150.00,17038,Jorge,Perez,01/29/2015
7404,07/01/2014,09/30/2014,09/24/2014,Danny Solis,$1000.00,21061,Gery,Chico,10/17/2014
7402,07/01/2014,09/30/2014,08/19/2014,Roberto Maldonado,$500.00,21061,Gery,Chico,10/17/2014
8343,10/01/2014,12/31/2014,12/04/2014,Alderman Pat Dowell,$1500.00,20581,Michael,Brown,01/20/2015
6859,01/01/2014,03/31/2014,03/12/2014,11th Ward Democratic Party,$500.00,20247,David,Dring,07/24/2014
7384,07/01/2014,09/30/2014,09/29/2014,U.S. Senator Dick Durbin,$1000.00,16687,Jeanette,Sublett,10/16/2014
8804,01/01/2015,03/31/2015,01/27/2015,Citizens to Elect Deborah L. Graham,$250.00,23521,John,Corrigan,04/12/2015
8688,01/01/2015,03/31/2015,03/27/2015,Citizens for Raymond Lopez,$1000.00,24042,Paul,Rosenfeld,04/08/2015
9023,01/01/2015,03/31/2015,01/27/2015,Citizens for Lou Lang,$2500.00,22387,Dennis,O'Sullivan,04/17/2015
9022,01/01/2015,03/31/2015,01/27/2015,Friends of Don Harmon,$3000.00,22387,Dennis,O'Sullivan,04/17/2015
8889,01/01/2015,03/31/2015,02/12/2015,Alderman Danny Solis,$500.00,23621,MICHAEL,KASPER,04/14/2015
8888,01/01/2015,03/31/2015,02/12/2015,Alderman Margaret Laurino,$500.00,23621,MICHAEL,KASPER,04/14/2015
8886,01/01/2015,03/31/2015,01/27/2015,Alderman Patrick J. O'Connor,$1000.00,23621,MICHAEL,KASPER,04/14/2015
8882,01/01/2015,03/31/2015,01/20/2015,Alderman Deborah Graham,$500.00,23621,MICHAEL,KASPER,04/14/2015
8958,01/01/2015,03/31/2015,03/02/2015,Friend for Michael Scott Jr,$100.00,22821,YaFawn,Smith,04/16/2015
8952,01/01/2015,03/31/2015,01/07/2015,Citizens for Pat Dowell,$1500.00,22821,YaFawn,Smith,04/16/2015
8947,01/01/2015,03/31/2015,02/19/2015,Friends of Geoge A. Cardenas,$1500.00,22821,YaFawn,Smith,04/16/2015
8946,01/01/2015,03/31/2015,02/27/2015,Committe To Elect Howard Brookins Jr.,$1500.00,22821,YaFawn,Smith,04/16/2015
8201,01/01/2014,03/31/2014,02/18/2014,Citizens for Tim Cullerton,$250.00,22487,John,George,01/12/2015
8200,01/01/2014,03/31/2014,01/23/2014,Citizens to elect Deborah L Graham,$500.00,22487,John,George,01/12/2015
8211,07/01/2014,09/30/2014,08/14/2014,Ald. Debra Silverman,$250.00,22487,John,George,01/12/2015
8226,10/01/2014,12/31/2014,12/04/2014,Alderman Ariel Reboyras,$250.00,20281,James,Watson,01/12/2015
8561,01/01/2015,03/31/2015,03/18/2015,Friends of Alyx Pattison,$50.00,22533,Catherine,Janes,04/01/2015
9191,01/01/2015,03/31/2015,03/10/2015,Citizens for Reilly,$500.00,24361,John,George,04/20/2015
9189,01/01/2015,03/31/2015,02/06/2015,Citizens for Cappelman,$500.00,24361,John,George,04/20/2015
9094,01/01/2015,03/31/2015,02/11/2015,Friends of Summer,$250.00,23361,Kate,Tragesser,04/17/2015
9211,01/01/2015,03/31/2015,01/30/2015,Citizens for Pat O'Connor,$250.00,24425,John,George,04/20/2015
9313,01/01/2015,03/31/2015,01/26/2015,Glenda Franklin,$250.00,22787,John,Dunn,04/20/2015
9310,01/01/2015,03/31/2015,01/26/2015,Ald. Michelle Harris,$250.00,22787,John,Dunn,04/20/2015
9307,01/01/2015,03/31/2015,01/28/2015,Ald. Anthony Beale,$250.00,22787,John,Dunn,04/20/2015
9303,01/01/2015,03/31/2015,02/13/2015,Ald. Emma Mitts,$500.00,22787,John,Dunn,04/20/2015
8366,10/01/2014,12/31/2014,10/29/2014,Friends of Edward M. Burke (ald sponsor - reception),$1500.00,17395,Arnold,Harris,01/23/2015
8376,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,22982,John,George,01/26/2015
8374,01/01/2014,03/31/2014,01/23/2014,Citizens to elect Deborah L Graham,$500.00,22982,John,George,01/26/2015
8392,07/01/2014,09/30/2014,08/14/2014,Ald. Debra Silverman,$250.00,22982,John,George,01/26/2015
8391,07/01/2014,09/30/2014,09/30/2014,Friends of Dick Durbin,$500.00,22982,John,George,01/26/2015
8631,01/01/2015,03/31/2015,02/12/2015,Alderman Michelle A. Harris,$500.00,23622,COURTNEY,NOTTAGE,04/06/2015
8626,01/01/2015,03/31/2015,01/27/2015,Alderman Patrick J. O'Connor,$1000.00,23622,COURTNEY,NOTTAGE,04/06/2015
9239,01/01/2015,03/31/2015,02/04/2015,Friends of Nick Sposato,$150.00,22770,Jonathan,Perman,04/20/2015
8352,10/01/2014,12/31/2014,10/14/2014,Citizens To Elect  Anthony Beale,$1000.00,16831,Michael,Sutton,01/20/2015
7760,01/01/2014,03/31/2014,03/12/2014,Alderman Tim Cullerton,$250.00,21562,COURTNEY,NOTTAGE,10/27/2014
7766,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,21562,COURTNEY,NOTTAGE,10/27/2014
7765,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,21562,COURTNEY,NOTTAGE,10/27/2014
7771,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,21562,COURTNEY,NOTTAGE,10/27/2014
8721,01/01/2015,03/31/2015,01/20/2015,Alderman Will Burns,$500.00,23623,David,Dring,04/09/2015
7229,07/01/2014,09/30/2014,07/28/2014,CITIZENS FOR REBROYAS,$500.00,19861,John,Doerrer,10/08/2014
8285,10/01/2014,12/31/2014,11/02/2014,Friends of Alderman John Pope,$1000.00,21541,Gery,Chico,01/16/2015
8284,10/01/2014,12/31/2014,10/30/2014,Citizens for Deb Mell,$500.00,21541,Gery,Chico,01/16/2015
6753,04/01/2014,06/30/2014,06/05/2014,19th Ward Democratic Organization,$1000.00,19281,YaFawn,Smith,07/21/2014
9601,01/01/2015,03/31/2015,02/04/2015,Citizens to Elect John Arena,$125.00,23163,Peter,Eisenberg,05/05/2015
8424,10/01/2014,12/31/2014,11/24/2014,Friends of Mary O'Connor,$250.00,23004,Bridget,O'Keefe,01/27/2015
9112,01/01/2015,03/31/2015,02/11/2015,Friends of Raul Reyes,$250.00,24344,Gery,Chico,04/17/2015
9107,01/01/2015,03/31/2015,02/18/2015,Citizens for Alderman Joe Moore,$100.00,24344,Gery,Chico,04/17/2015
9104,01/01/2015,03/31/2015,02/18/2015,Citizens for Deborah Graham,$250.00,24344,Gery,Chico,04/17/2015
9103,01/01/2015,03/31/2015,01/23/2015,Citizens for Jason Ervin,$250.00,24344,Gery,Chico,04/17/2015
9102,01/01/2015,03/31/2015,03/27/2015,Citizens to Elect Willie Cochran,$250.00,24344,Gery,Chico,04/17/2015
9101,01/01/2015,03/31/2015,02/13/2015,Friends of Alderman George Cardenas,$250.00,24344,Gery,Chico,04/17/2015
9099,01/01/2015,03/31/2015,03/06/2015,Friends of Alderman Ed Burke,$1500.00,24344,Gery,Chico,04/17/2015
9123,01/01/2015,03/31/2015,01/09/2015,Friends of Matt O'Shea,$250.00,22790,Graham,Grady,04/17/2015
9263,01/01/2015,03/31/2015,01/20/2015,Alderman Leslie Hairston,$300.00,24442,MICHAEL,KASPER,04/20/2015
9272,01/01/2015,03/31/2015,02/12/2015,Alderman James Cappleman,$250.00,24443,COURTNEY,NOTTAGE,04/20/2015
9285,01/01/2015,03/31/2015,02/12/2015,Alderman Michelle A. Harris,$500.00,24444,David,Dring,04/20/2015
6658,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,19704,David,Dring,07/17/2014
7273,07/01/2014,09/30/2014,09/22/2014,Alderman Deb Mell,$300.00,20681,MICHAEL,KASPER,10/13/2014
7272,07/01/2014,09/30/2014,09/05/2014,Alderman Patrick J. O'Connor,$200.00,20681,MICHAEL,KASPER,10/13/2014
8288,10/01/2014,12/31/2014,12/03/2014,Roderick T. Sawyer,$300.00,19061,Christopher,Dunn,01/16/2015
9404,01/01/2015,03/31/2015,02/05/2015,Citizens for Austin,$250.00,24521,Kate,Tragesser,04/24/2015
6746,04/01/2014,06/30/2014,06/02/2014,Ray Suarez,$500.00,17230,Gery,Chico,07/21/2014
7434,01/01/2014,03/31/2014,02/19/2014,Ald. Michelle A Harris,$500.00,21328,John,George,10/17/2014
7427,01/01/2014,03/31/2014,03/06/2014,Ald. Leslie Hairston,$250.00,21328,John,George,10/17/2014
7467,07/01/2014,09/30/2014,09/15/2014,Neighbors for Rey Colon,$500.00,17289,Rolando,Acosta,10/20/2014
7494,07/01/2014,09/30/2014,08/22/2014,Ald Howard Brookins,$250.00,20064,John,Dunn,10/20/2014
7488,07/01/2014,09/30/2014,07/23/2014,Friends of Alyx Pattison,$1000.00,17276,Jason,Lunderman,10/20/2014
6761,04/01/2014,06/30/2014,04/08/2014,Hopkins for Chicago,$500.00,20162,Lawrence,Suffredin,07/22/2014
7516,07/01/2014,09/30/2014,07/18/2014,Friends of Fioretti,$250.00,21401,Rolando,Acosta,10/20/2014
6674,01/01/2014,03/31/2014,03/31/2014,Alderman Daniel Solis,$100.00,20105,Sylvia,Michas,07/18/2014
6675,04/01/2014,06/30/2014,04/14/2014,Alderman Carrie Austin,$100.00,20105,Sylvia,Michas,07/18/2014
6981,01/01/2014,03/31/2014,03/12/2014,Alderman Tim Cullerton,$250.00,20681,MICHAEL,KASPER,09/09/2014
6989,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,20681,MICHAEL,KASPER,09/09/2014
6995,01/01/2014,03/31/2014,03/12/2014,Alderman Danny Solis,$500.00,20682,COURTNEY,NOTTAGE,09/09/2014
7000,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,20682,COURTNEY,NOTTAGE,09/09/2014
6999,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,20682,COURTNEY,NOTTAGE,09/09/2014
7503,07/01/2014,09/30/2014,09/02/2014,Friends of Natashia Holmes,$1500.00,19281,YaFawn,Smith,10/20/2014
7419,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Organization,$250.00,21325,John,George,10/17/2014
7417,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,21325,John,George,10/17/2014
7571,07/01/2014,09/30/2014,07/18/2014,Friends of Fioretti,$250.00,21464,Michael,Ezgur,10/22/2014
7799,07/01/2014,09/30/2014,08/14/2014,Alderman Mary O'Connor,$300.00,21581,Bridget,O'Keefe,10/27/2014
6648,04/01/2014,06/30/2014,06/27/2014,Citizens of Carrie M Austin,$500.00,17395,Arnold,Harris,07/17/2014
7241,07/01/2014,09/30/2014,09/20/2014,Alderman Ameya Pawar,$500.00,20701,Michael,Alexander,10/10/2014
7342,07/01/2014,09/30/2014,09/25/2014,Alderman Nick Sposato,$150.00,16789,Jeff,Riley,10/15/2014
7534,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,21442,John,George,10/21/2014
7531,04/01/2014,06/30/2014,06/03/2014,Citizens for Joe Moore,$500.00,21442,John,George,10/21/2014
8150,10/01/2014,12/31/2014,10/23/2014,44th Ward Democratic Organization,$300.00,21643,David,Dring,01/12/2015
7021,01/01/2014,03/31/2014,02/24/2014,Citizens for Cappleman,$250.00,20701,Michael,Alexander,09/10/2014
6671,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Org,$250.00,17269,Mary Kay,Bonoma,07/18/2014
7728,04/01/2014,06/30/2014,06/30/2014,Burnham Committee,$1500.00,21541,Gery,Chico,10/24/2014
8256,10/01/2014,12/31/2014,10/14/2014,"Friends of Walter Burnett, Jr.",$100.00,16816,Pat,Doerr,01/13/2015
8321,10/01/2014,12/31/2014,11/21/2014,Friends of Sean Starr,$100.00,17226,John,Moore,01/20/2015
7294,07/01/2014,09/30/2014,08/27/2014,Friends of Ray Suarez,$125.00,16780,Elizabeth,Lively,10/14/2014
7291,07/01/2014,09/30/2014,08/14/2014,Citizens for Patrick J. O'Connor,$200.00,16780,Elizabeth,Lively,10/14/2014
7289,07/01/2014,09/30/2014,08/11/2014,Citizens for Maldonado,$500.00,16780,Elizabeth,Lively,10/14/2014
7302,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,20682,COURTNEY,NOTTAGE,10/14/2014
7300,07/01/2014,09/30/2014,07/16/2014,Alderman Tom Tunney,$500.00,20682,COURTNEY,NOTTAGE,10/14/2014
8419,10/01/2014,12/31/2014,12/01/2014,Friends of Patrick D Thompson For Alderman,$1000.00,22983,John,George,01/26/2015
8445,10/01/2014,12/31/2014,12/15/2014,Alderman Ed Burke,$1000.00,17590,Thomas,Livingston,01/29/2015
8541,01/01/2015,03/31/2015,01/29/2015,Friends of Michele Smith,$250.00,22431,Paul,Rosenfeld,04/01/2015
6831,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,20244,MICHAEL,KASPER,07/24/2014
6830,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,20244,MICHAEL,KASPER,07/24/2014
7489,07/01/2014,09/30/2014,07/14/2014,City Clerk Susana Mendoza,$1500.00,17273,Lisa,Ouzounian,10/20/2014
7790,07/01/2014,09/30/2014,09/05/2014,Alderman Patrick J. O'Connor,$200.00,21563,David,Dring,10/27/2014
7788,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,21563,David,Dring,10/27/2014
7786,07/01/2014,09/30/2014,08/12/2014,Alderman Proco Joe Moreno (In-Kind Contribution),$1210.70,21563,David,Dring,10/27/2014
8752,01/01/2015,03/31/2015,02/05/2015,FRIENDS OF JEN KRAMMER,$250.00,22378,John,Doerrer,04/10/2015
8746,01/01/2015,03/31/2015,01/27/2015,FRIENDS OF HAIRSTON,$250.00,22378,John,Doerrer,04/10/2015
8741,01/01/2015,03/31/2015,01/07/2015,FRIENDS OF O'SHEA,$250.00,22378,John,Doerrer,04/10/2015
8826,01/01/2015,03/31/2015,02/09/2015,MTC Jobs PAC - Ald. Emma Mitts (Fundraising reception),$1000.00,22952,Arnold,Harris,04/14/2015
8824,01/01/2015,03/31/2015,02/09/2015,Citizens for Brendan Reilly (Ald.) (Reception Sponsor),$1000.00,22952,Arnold,Harris,04/14/2015
8822,01/01/2015,03/31/2015,01/26/2015,Friends of Will Burns (Ald.) (Fundraiser),$500.00,22952,Arnold,Harris,04/14/2015
10764,04/01/2015,06/30/2015,04/01/2015,Friends of Christopher Vittorio,$250.00,26202,John,Dunn,07/20/2015
10478,01/01/2015,03/31/2015,01/15/2015,Ald. John Pope,$500.00,26202,John,Dunn,07/13/2015
10586,04/01/2015,06/30/2015,06/16/2015,Alderman Brendan Reilly,$100.00,22811,Jeff,Riley,07/16/2015
10811,01/01/2015,03/31/2015,01/30/2015,Citizens to Elect John Arena,$250.00,26541,John,George,07/21/2015
10401,04/01/2015,06/30/2015,06/30/2015,None,$0.00,22513,John,Suzuki,07/10/2015
10861,04/01/2015,06/30/2015,06/24/2015,Friends of Walter Barnett Jr.,$150.00,26588,Lindsey,Gayles,07/22/2015
9983,01/01/2015,03/31/2015,03/19/2015,Citizens to Elect John Arena,$1000.00,25722,Jerome,Schain,06/26/2015
10683,04/01/2015,06/30/2015,05/18/2015,James Cappleman,$250.00,26462,Michael,Alexander,07/17/2015
10354,01/01/2015,03/31/2015,01/14/2015,Friends of Walter Burnett Jr.,$250.00,26143,Gery,Chico,07/09/2015
10662,04/01/2015,06/30/2015,06/23/2015,Citizens for Jason Ervin,$250.00,25841,Paul,Williams,07/17/2015
10162,04/01/2015,06/30/2015,06/12/2015,Citizens for Pat McDowell,$1000.00,22296,Jeanette,Sublett,07/06/2015
10523,01/01/2015,03/31/2015,01/09/2015,Friends of Matt O'Shea,$250.00,26241,Graham,Grady,07/14/2015
10166,04/01/2015,06/30/2015,06/24/2015,11th Ward Democratic Party Campaign Committee,$500.00,22580,William,Griffin,07/06/2015
10345,01/01/2015,03/31/2015,02/11/2015,Citizens for Danny Solis,$500.00,26143,Gery,Chico,07/09/2015
